Chromosome,Plasmid,Label
NZ_CP065432.1,NZ_CP039322.1,0
NZ_CP097269.1,NZ_CP044649.1,0
NZ_CP079737.1,NZ_CP042565.1,0
NZ_CP020498.1,NZ_CP135482.1,0
NZ_CP099314.1,NZ_CP028931.1,0
NZ_CP040568.1,NZ_CP030372.1,0
NZ_CP059684.1,NZ_CP093070.1,0
NZ_CP066759.1,NZ_CP039836.1,0
NZ_CP071522.1,NZ_OD940433.1,0
NZ_CP076190.1,NZ_CP076200.1,0
NZ_CP054886.1,NZ_CP014577.1,0
NZ_CP050904.1,NZ_CP024589.1,0
NC_018748.1,NZ_CP117891.1,0
NZ_CP084770.1,NZ_CP067291.1,0
NZ_CP062752.1,NZ_CP091680.1,0
NZ_CP009836.1,NZ_CP027382.1,0
NZ_CP099358.1,NZ_CP127088.1,0
NZ_CP023545.1,NZ_CP031791.1,0
NZ_CP029137.1,NZ_CP030346.1,0
NZ_CP060002.1,NZ_CP116884.1,0
NZ_CP117244.1,NZ_CP016509.1,0
NZ_CP043763.1,NZ_CP117732.1,0
NZ_CP083085.1,NZ_CP048826.1,0
NZ_CP124392.1,NZ_CP057363.1,0
NZ_AP025741.1,NZ_CP044848.1,0
NZ_CM009896.1,NZ_CP056688.1,0
NZ_CP083877.1,NZ_CP080224.1,0
NZ_CP028285.1,NZ_CP083125.1,0
NZ_AP022921.1,NZ_CP055914.1,0
NZ_CP118398.1,NZ_CP028088.1,0
NZ_CP062378.1,NZ_CP043429.1,0
NZ_OW849527.1,NZ_CP056326.1,0
NZ_CP085988.1,NC_019972.1,0
NZ_CP033795.1,NZ_CP044281.1,0
NZ_CP055451.1,NZ_CP056351.1,0
NZ_CP116088.1,NZ_CP057231.1,0
NZ_CP135138.1,NZ_CP030205.1,0
NZ_CP015296.1,NZ_CP042568.1,0
NZ_CP048131.1,NZ_CP046284.1,0
NZ_AP028415.1,NZ_CP083150.1,0
NZ_CP041247.1,NZ_CP096198.1,0
NZ_CP070088.1,NZ_CP009710.1,0
NZ_CP124914.1,NZ_CP128517.1,0
NZ_CP055553.1,NZ_CP040603.1,0
NZ_CP116590.1,NZ_CP065704.1,0
NZ_CP059840.2,NZ_CP061400.1,0
NZ_CP056910.1,NZ_CP097052.1,0
NZ_CP032207.1,NZ_CP069612.1,0
NZ_CP135658.1,NZ_CP064335.1,0
NZ_CP014360.1,NZ_CP091660.1,0
NZ_CP047271.1,NZ_CP075083.1,0
NZ_CP083613.1,NZ_CP087819.1,0
NZ_CP020901.1,NZ_CP044793.1,0
NZ_CP064332.1,NZ_CP103558.1,0
NZ_CP125083.1,NZ_CP077377.1,0
NZ_CP043816.1,NZ_CP116138.1,0
NZ_CP049967.1,NZ_CP046350.1,0
NZ_CP023050.1,NZ_CP026708.1,0
NZ_LT883153.1,NZ_CP051403.1,0
NZ_CP135646.1,NZ_CP031510.1,0
NZ_CP085945.1,NZ_CP054466.1,0
NZ_CP083796.1,NZ_OW970419.1,0
NZ_CP038799.1,NZ_CP059689.1,0
NZ_OW969875.1,NZ_CP046288.1,0
NZ_CP029663.1,NZ_CP046647.1,0
NZ_CP055582.1,NZ_CP103496.1,0
NZ_CP059917.1,NZ_CP056966.1,0
NZ_OW969781.1,NZ_CP021466.1,0
NZ_CP077317.1,NZ_CP032836.1,0
NZ_CP067250.1,NZ_CP051399.1,0
NZ_CP030207.1,NZ_CP066442.1,0
NZ_CP104290.1,NZ_CP047821.1,0
NZ_CP103674.1,NZ_CP019760.1,0
NZ_CP043214.1,NZ_OW993928.1,0
NZ_CP031609.1,NZ_CP061515.1,0
NZ_LR777656.1,NZ_OD940433.1,0
NZ_CP119383.1,NZ_CP065741.1,0
NZ_CP028110.1,NZ_CP033697.1,0
NZ_LR890603.1,NZ_CP065168.1,0
NZ_CP118718.1,NZ_CP069590.1,0
NZ_CP044033.1,NZ_CP071506.1,0
NZ_CP028092.1,NZ_CP084863.1,0
NZ_CP073799.1,NZ_CP097041.1,0
NZ_CP022298.1,NZ_CP037744.1,0
NC_021810.1,NZ_CP028113.1,0
NZ_CP070172.1,NZ_CP027054.1,0
NZ_CP119446.1,NZ_CP075701.1,0
NZ_CP063383.1,NZ_CP140414.1,0
NZ_CP075665.1,NZ_CP039497.1,0
NZ_LR735434.1,NZ_CP094141.1,0
NZ_CP066813.1,NZ_CP023944.1,0
NZ_CP026222.1,NZ_AP022939.1,0
NZ_CP021270.1,NZ_CP029666.1,0
NZ_CP091044.1,NZ_CP117911.1,0
NZ_CP111098.1,NZ_CP029739.1,0
NZ_CP034359.1,NZ_CP084853.1,0
NZ_CP093386.1,NZ_CP085067.1,0
NZ_CP026080.1,NZ_CP032176.1,0
NZ_CP056275.1,NZ_CP102878.1,0
NZ_CP051754.1,NZ_CP070009.1,0
NZ_CP104678.1,NZ_CP073166.1,0
NZ_CP051149.1,NZ_CP128944.1,0
NZ_CP026968.1,NZ_CP090134.1,0
NZ_CP077238.1,NZ_CP111100.1,0
NZ_CP038394.1,NZ_CP135674.1,0
NZ_CP076804.1,NZ_CP044793.1,0
NZ_CP021944.1,NZ_CP009980.1,0
NZ_CP026392.1,NZ_CP056157.1,0
NZ_CP102883.1,NZ_OW849471.1,0
NZ_CP087811.1,NZ_CP077838.1,0
NZ_CP021740.1,NZ_CP092389.1,0
NZ_CP065725.1,NZ_OW967976.1,0
NZ_CP049839.1,NZ_CP087662.1,0
NZ_CP031988.1,NZ_CP123519.1,0
NZ_CP099367.1,NZ_CP083107.1,0
NZ_CP024859.1,NZ_CP021860.1,0
NZ_CP039327.1,NZ_CP042573.1,0
NZ_CP016507.1,NZ_CP066599.1,0
NZ_OX291532.1,NZ_CP130062.1,0
NZ_CP066598.1,NZ_CP091708.1,0
NZ_CP013046.2,NZ_CP097058.1,0
NZ_CP017720.1,NZ_LR890352.1,0
NZ_CP092423.2,NZ_CP026390.1,0
NZ_CP103508.1,NZ_CP031813.1,0
NZ_CP010322.1,NZ_CP056335.1,0
NZ_CP069587.1,NZ_CP049970.1,0
NZ_CP087817.1,NZ_CP020500.1,0
NZ_CP097846.1,NZ_AP023436.1,0
NZ_CP039753.1,NZ_OW967797.1,0
NZ_CP116514.1,NC_009673.1,0
NZ_CP090575.1,NZ_CP097715.1,0
NZ_CP014762.1,NZ_LR890386.1,0
NZ_CP116561.1,NZ_CP041997.1,0
NZ_CP100597.1,NZ_CP103498.1,0
NZ_CP080513.1,NZ_LR723674.1,0
NZ_CP057150.1,NZ_CP009979.1,0
NZ_CP032396.1,NZ_CP116537.1,0
NZ_CP062364.1,NZ_CP090996.1,0
NZ_CP076235.1,NZ_CP103593.1,0
NZ_LT883153.1,NZ_CP096191.1,0
NZ_CP097223.1,NZ_CP030365.1,0
NZ_CP033735.1,NZ_CP044045.1,0
NZ_CP062390.1,NZ_CP038337.1,0
NZ_CP065611.1,NZ_CP103520.1,0
NZ_CP113921.1,NZ_CP027348.1,0
NZ_CP056232.1,NZ_CP010073.1,0
NZ_CP128255.1,NZ_CP066605.1,0
NZ_CP135664.1,NZ_LN890525.1,0
NZ_CP023870.1,NZ_CP043215.1,0
NZ_OW968111.1,NZ_CP058148.1,0
NZ_CP030347.1,NZ_CP027415.1,0
NZ_OW967966.1,NZ_CP055569.1,0
NZ_CP061108.1,NZ_CP054287.1,0
NZ_CP102712.1,NZ_CP065548.1,0
NZ_CP075632.1,NZ_CP011658.1,0
NZ_CP026406.1,NZ_CP100507.1,0
NZ_CP050706.1,NZ_CP008899.1,0
NZ_CP087771.1,NZ_CP103632.1,0
NZ_CP016565.1,NZ_CP104455.1,0
NZ_CP012119.2,NZ_CP029101.1,0
NZ_CP083393.1,NZ_CP031981.1,0
NZ_CP058157.1,NZ_CP045750.1,0
NZ_CP048627.1,NZ_CP056765.1,0
NZ_CP023470.1,NZ_CP070065.1,0
NZ_CP121615.1,NZ_CP103478.1,0
NZ_AP025741.1,NZ_CP068284.1,0
NZ_CP084852.1,NZ_CP077319.1,0
NZ_CP073801.1,NZ_CP018354.1,0
NZ_CP014529.1,NZ_CP021743.1,0
NZ_CP116517.1,NZ_CP021954.1,0
NZ_CP039491.1,NZ_CP091222.1,0
NC_015660.1,NZ_CP116516.1,0
NZ_CP038412.1,NZ_CP068120.1,0
NZ_CP131944.1,NZ_CP091236.1,0
NZ_CP053468.1,NZ_CP082878.1,0
NZ_CP042512.1,NZ_CP051321.1,0
NZ_AP022593.1,NZ_CP097433.1,0
NZ_CP087817.1,NZ_CP114569.1,0
NZ_CP116503.1,NZ_CP087807.1,0
NZ_CP038363.1,NZ_CP065929.1,0
NZ_CP031976.1,NZ_CP069822.1,0
NZ_CP076804.1,NZ_CP056689.1,0
NZ_CP117025.1,NZ_OW967967.1,0
NZ_CP014150.1,NZ_CP065654.1,0
NZ_LR890569.1,NZ_CP056919.1,0
NZ_CP103635.1,NZ_OW967006.1,0
NZ_CP038282.1,NZ_CP113084.1,0
NZ_CP015304.1,NZ_CP056213.1,0
NZ_CP094083.1,NZ_CP043815.1,0
NZ_CP069951.1,NZ_AP024177.1,0
NZ_CP087761.1,NZ_CP028085.1,0
NZ_CP058534.1,NZ_CP118401.1,0
NZ_CP056301.1,NZ_CP043787.1,0
NZ_OW849139.1,NZ_CP056694.1,0
NZ_CP117730.1,NZ_CP057232.1,0
NZ_CP089942.1,NZ_CP058142.1,0
NZ_CP103654.1,NZ_CP092047.1,0
NZ_CP076230.1,NZ_CP117231.1,0
NZ_OX359175.1,NZ_CP031512.1,0
NZ_LR735429.1,NZ_CP044082.1,0
NZ_CP081922.1,NZ_CP028323.1,0
NZ_CP016561.1,NZ_CP083447.1,0
NZ_CP135508.1,NZ_CP073023.1,0
NZ_CP039465.1,NZ_CP056391.1,0
NZ_AP025657.1,NZ_OW970419.1,0
NZ_CP118735.1,NZ_CP076346.1,0
NC_022353.2,NZ_CP028036.1,0
NZ_OW849377.1,NZ_LR890752.1,0
NZ_CP043386.1,NZ_CP055586.1,0
NZ_CP091868.1,NZ_CP075645.1,0
NZ_AP024173.1,NZ_CP084191.1,0
NZ_CP103676.1,NZ_CP075094.1,0
NZ_CP062358.1,NZ_CP058158.1,0
NZ_CP094946.1,NZ_CP055554.1,0
NZ_CP062358.1,NZ_CP095006.1,0
NZ_CP038428.1,NZ_CP056257.1,0
NZ_CP055564.1,NZ_LR890333.1,0
NZ_CP056663.1,NZ_CP057314.1,0
NZ_CP020048.1,NZ_OX291708.1,0
NZ_CP055930.1,NZ_CP007734.1,0
NZ_CP087645.1,NZ_OX291706.1,0
NZ_CP117861.1,NZ_CP091230.1,0
NZ_CP116194.1,NZ_CP021953.1,0
NZ_CP091665.1,NZ_CP014096.2,0
NZ_CP015947.1,NZ_CP135686.1,0
NZ_CP045753.1,NZ_CP119401.1,0
NZ_CP030223.1,NZ_CP082358.1,0
NZ_CP124424.1,NZ_LT900340.1,0
NZ_CP062348.1,NZ_CP021860.1,0
NZ_AP024347.1,NZ_CP097418.1,0
NZ_CP053951.1,NZ_CP034798.1,0
NZ_CP124923.1,NZ_CP009841.1,0
NZ_CP069940.1,NZ_CP032003.1,0
NZ_CP124424.1,NZ_CP056344.1,0
NZ_CP015947.1,NZ_AP023435.1,0
NZ_CP073076.1,NZ_CP009701.1,0
NZ_CP051754.1,NZ_CP055367.1,0
NZ_CP021462.1,NZ_CP029125.1,0
NZ_CP094991.1,NZ_CP056254.1,0
NZ_CP049839.1,NZ_CP083128.1,0
NZ_CP026953.1,NZ_CP056458.1,0
NZ_CP047279.1,NZ_CP016519.1,0
NZ_CP053862.1,NZ_CP084772.1,0
NZ_CP020108.1,NZ_CP097050.1,0
NZ_CP046306.1,NZ_CP117224.1,0
NZ_CP090141.1,NZ_OX291535.1,0
NZ_CP116532.1,NZ_CP124363.1,0
NZ_CP033824.1,NZ_CP065969.1,0
NZ_CP040993.1,NZ_CP083913.1,0
NZ_CP075649.1,NZ_CP017443.1,0
NZ_CP012911.1,NZ_AP028417.1,0
NZ_CP013296.1,NZ_CP027385.1,0
NZ_CP097367.1,NZ_OW849471.1,0
NZ_CP084397.1,NZ_CP018831.1,0
NZ_CP087683.1,NZ_CP014115.1,0
NZ_CP034177.1,NZ_OW970358.1,0
NZ_CP056222.1,NZ_CP117858.1,0
NZ_CP103758.1,NZ_CP056459.1,0
NC_019745.1,NZ_CP076145.1,0
NZ_CP022397.1,NZ_CP009489.1,0
NZ_CP071944.1,NZ_CP022305.1,0
NZ_CP050731.1,NZ_CP044818.1,0
NZ_CP117244.1,NZ_CP056424.1,0
NZ_CP135138.1,NZ_CP027381.1,0
NZ_CP027472.1,NZ_OW970449.1,0
NZ_CP121601.1,NZ_LR890694.1,0
NZ_CP116085.1,NZ_CP120634.1,0
NZ_AP022565.1,NZ_CP026705.1,0
NZ_CP061404.1,NZ_CP047975.1,0
NZ_CP037874.1,NZ_CP103597.1,0
NZ_CP083872.1,NZ_CP087648.1,0
NZ_CP040646.1,NZ_CP087787.1,0
NZ_CP085955.1,NZ_CP072924.1,0
NZ_CP127081.1,NZ_CP009714.1,0
NZ_CP025555.1,NZ_CP058178.1,0
NZ_CP116514.1,NZ_CP091216.1,0
NZ_CP092009.1,NZ_CP124393.1,0
NZ_CP045103.1,NZ_CP013657.1,0
NZ_CP045404.1,NZ_LR890570.1,0
NZ_CP118714.1,NZ_OW968349.1,0
NZ_CP026056.1,NZ_CP048851.1,0
NZ_CP021740.1,NZ_CP077402.1,0
NZ_CP082360.1,NZ_CP029102.1,0
NZ_AP024248.1,NZ_CP060168.1,0
NZ_CP083101.1,NZ_CP055134.1,0
NZ_CP087611.1,NZ_OW967982.1,0
NZ_CP071709.1,NZ_CP011991.1,0
NZ_CP069445.1,NZ_CP006662.2,0
NZ_CP056361.1,NZ_CP068111.1,0
NZ_CP097020.1,NZ_CP056938.1,0
NZ_CP027426.1,NZ_CP053629.1,0
NZ_CP007634.1,NZ_CP055996.1,0
NZ_CP085949.1,NZ_AP022923.1,0
NZ_CP110957.1,NZ_CP091657.1,0
NZ_CP042481.1,NZ_CP009637.1,0
NZ_OX458333.1,NZ_CP117733.1,0
NZ_CP124471.1,NZ_CP011611.1,0
NZ_CP068283.1,NZ_CP068052.1,0
NZ_CP064334.1,NZ_CP044042.1,0
NZ_CP062733.1,NZ_CP057067.1,0
NZ_CP042517.1,NZ_LR890601.1,0
NZ_AP023394.1,NZ_CP084812.1,0
NZ_CP050956.1,NZ_CP103730.1,0
NZ_CP013296.1,NZ_CP031323.1,0
NZ_CP101933.1,NZ_CP069834.1,0
NZ_CP057722.1,NZ_CP081136.1,0
NZ_LR890415.1,NZ_CP031543.1,0
NZ_CP030150.1,NZ_CP141097.1,0
NZ_CP135488.1,NZ_CP066873.1,0
NZ_CP068122.1,NZ_CP079985.1,0
NZ_CP025438.1,NZ_CP072922.1,0
NZ_CP124506.1,NZ_AP022888.1,0
NZ_CP102903.1,NZ_AP027929.1,0
NZ_CP128892.1,NZ_LR898881.1,0
NZ_CP043207.1,NZ_LR890293.1,0
NZ_CP135664.1,NZ_CP091216.1,0
NZ_CP026412.1,NZ_AP028054.1,0
NZ_CP063229.1,NZ_CP031794.1,0
NZ_CP008920.1,NZ_CP121618.1,0
NZ_CP023888.1,NZ_CP057633.1,0
NZ_CP026707.1,NZ_CP043769.1,0
NZ_CP100739.1,NZ_CP123232.1,0
NZ_CP050753.1,NZ_CP012121.2,0
NZ_CP074087.1,NZ_CP032209.1,0
NZ_CP010427.1,NZ_CP103488.1,0
NZ_CP116801.1,NZ_CP009443.1,0
NZ_CP084876.1,NZ_CP030324.1,0
NZ_CP021718.1,NZ_CP044670.1,0
NZ_CP084803.1,NZ_CP109755.1,0
NZ_CP050723.1,NC_014149.1,0
NZ_CP069496.1,NZ_CP111096.1,0
NZ_CP059840.2,NZ_CP018831.1,0
NZ_CP077843.1,NZ_CP043387.1,0
NZ_CP076225.1,NZ_CP056648.1,0
NC_014721.1,NZ_CP058174.1,0
NZ_CP047856.1,NZ_CP038607.1,0
NZ_CP100494.1,NZ_CP073061.1,0
NZ_CP020414.2,NZ_CP040073.1,0
NZ_CP092491.1,NZ_CP054815.1,0
NZ_CP075697.1,NZ_CP034805.1,0
NZ_CP102716.1,NZ_CP031793.1,0
NZ_CP104479.1,NZ_CP104456.1,0
NZ_CP083613.1,NC_018742.1,0
NZ_CP089942.1,NZ_CP083106.1,0
NZ_CP009996.1,NZ_CP066626.1,0
NZ_CP124498.1,NZ_CP046490.1,0
NZ_CP013707.1,NZ_CP077831.1,0
NZ_CP032204.1,NZ_CP033813.1,0
NZ_LR890493.1,NZ_CP086392.1,0
NZ_CP094846.1,NZ_CP050729.1,0
NZ_CP051425.1,NZ_CP073193.1,0
NZ_CP050982.1,NZ_CP088078.1,0
NZ_CP116191.1,NZ_CP033755.1,0
NZ_CP064843.1,NZ_OW970533.1,0
NZ_CP040604.1,NZ_CP059016.1,0
NZ_OV753997.1,NZ_CP056308.1,0
NZ_CP099351.1,NZ_CP095010.1,0
NZ_CP117244.1,NZ_CP062772.1,0
NZ_CP116543.1,NZ_AP024586.1,0
NC_009674.1,NZ_CP075699.1,0
NZ_CP044060.1,NZ_CP114510.1,0
NZ_CP102893.1,NZ_CP094948.1,0
NZ_CP014057.2,NZ_CP020606.1,0
NZ_CP121577.1,NZ_CP110951.1,0
NZ_CP092199.1,NZ_CP051414.1,0
NZ_CP018820.1,NZ_AP024848.1,0
NZ_CP067261.1,NZ_CP044799.1,0
NZ_CP050723.1,NZ_CP102713.1,0
NZ_CP102893.1,NZ_CP057865.1,0
NZ_CP027437.1,NZ_AP027247.1,0
NZ_CP115689.1,NZ_CP065164.1,0
NZ_CP025438.1,NZ_CP069875.1,0
NZ_CP070986.1,NZ_CP051388.1,0
NZ_AP027302.1,NZ_CP056641.1,0
NZ_CP022139.1,NZ_CP075092.1,0
NZ_CP028084.1,NZ_CP029801.1,0
NZ_CP021549.1,NZ_CP062773.1,0
NZ_CP116672.1,NZ_OW993925.1,0
NZ_CP050728.1,NZ_CP086388.1,0
NC_019386.1,NZ_CP072880.1,0
NZ_CP097622.1,NZ_CP042563.1,0
NC_019386.1,NZ_CP019224.1,0
NZ_CP056329.1,NZ_CP031220.1,0
NZ_CP023278.1,NZ_CP065835.1,0
NZ_CP020825.1,NZ_CP026390.1,0
NZ_CP013025.1,NZ_CP069949.1,0
NZ_CP076801.1,NZ_CP128937.1,0
NZ_CP099344.1,NZ_CP083167.1,0
NZ_CP051342.1,NZ_CP014758.1,0
NZ_CP033831.1,NZ_OW970366.1,0
NZ_CP069968.1,NZ_LR890210.1,0
NZ_CP053785.1,NZ_CP036439.1,0
NZ_CP056515.1,NZ_CP075395.1,0
NZ_CP047826.1,NZ_CP048781.1,0
NZ_CP027361.1,NZ_CP030349.1,0
NZ_CP076817.1,NZ_CP123551.1,0
NZ_CP024855.1,NZ_CP077412.1,0
NZ_OU701459.1,NZ_CP070173.1,0
NZ_CP079984.1,NZ_CP088185.1,0
NZ_CP026383.1,NZ_CP011614.1,0
NC_019974.1,NZ_CP117892.1,0
NC_021810.1,NZ_CP070965.1,0
NZ_CP073159.1,NZ_CP083738.1,0
NZ_CP056854.1,NZ_CP069564.1,0
NZ_CP029652.1,NZ_CP039273.1,0
NZ_LR890648.1,NZ_CP103599.1,0
NZ_CP095005.1,NZ_CP137708.1,0
NZ_LR890202.1,NZ_CP083789.1,0
NZ_CP069514.1,NZ_CP042533.1,0
NZ_AP023315.1,NZ_CP111096.1,0
NZ_CP020901.1,NZ_CP056403.1,0
NZ_CP056208.1,NZ_CP100504.1,0
NZ_CP076714.1,NZ_OW968112.1,0
NZ_CP110638.1,NZ_CP023547.1,0
NZ_CP075125.1,NZ_CP101929.1,0
NZ_CP103494.1,NZ_CP031381.2,0
NZ_CP034799.1,NZ_CP021163.1,0
NC_019751.1,NZ_CP084811.1,0
NZ_CP068079.1,NZ_CP026400.1,0
NZ_CP023545.1,NZ_CP032191.1,0
NZ_CP034858.1,NZ_CP010294.1,0
NZ_AP025531.1,NZ_LR890362.1,0
NZ_CP065718.1,NZ_CP084596.1,0
NZ_CP102300.1,NZ_CP034064.1,0
NZ_CP100478.1,NZ_CP031975.1,0
NZ_CP014070.2,NZ_OX637965.1,0
NZ_AP022341.1,NZ_CP123512.1,0
NZ_CP051425.1,NZ_CP103489.1,0
NZ_CP128916.1,NZ_CP053758.1,0
NZ_CP025259.1,NZ_CP075393.1,0
NZ_CP053781.1,NZ_CP059914.1,0
NZ_CP139746.1,NZ_CP048135.1,0
NZ_CP018352.1,NZ_CP007636.1,0
NZ_CP072949.1,NZ_CP104089.1,0
NZ_CP124914.1,NZ_CP083153.1,0
NZ_CP037864.1,NZ_HG992339.1,0
NZ_CP058534.1,NZ_CP032488.1,0
NZ_CP141096.1,NZ_CP082054.1,0
NZ_CP038313.1,NZ_CP128984.1,0
NZ_CP083888.1,NZ_CP082880.1,0
NZ_CP048304.1,NZ_CP070493.1,0
NZ_CP048337.1,NZ_CP087632.1,0
NZ_CP107581.1,NZ_CP010248.1,0
NZ_CP044050.1,NZ_CP062783.1,0
NZ_CP124500.1,NZ_CP009701.1,0
NZ_OX291586.1,NZ_CP065996.1,0
NZ_CP100732.1,NZ_CP042362.1,0
NZ_CP070098.1,NZ_CP020051.1,0
NZ_OW967263.1,NZ_CP028380.1,0
NZ_CP131445.1,NZ_CP072457.1,0
NZ_CP069642.1,NZ_CP016572.1,0
NZ_CP016507.1,NZ_CP128965.1,0
NZ_CP116110.1,NZ_CP088249.1,0
NZ_OW967518.1,NZ_CP008898.1,0
NZ_CP029108.1,NZ_CP073099.1,0
NZ_CP037943.1,NZ_CP016516.1,0
NZ_CP056701.1,NZ_CP087653.1,0
NZ_CP033735.1,NZ_CP069519.1,0
NZ_CP100312.1,NZ_AP022558.1,0
NZ_CP032207.1,NZ_CP056855.1,0
NZ_CP099379.1,NZ_CP021937.1,0
NZ_CP039753.1,NZ_CP045785.1,0
NZ_CP008920.1,NZ_CP091774.1,0
NZ_CP047173.1,NZ_CP041190.1,0
NZ_CP091704.1,NZ_CP014757.1,0
NZ_CP076216.1,NZ_CP061401.1,0
NZ_CP007634.1,NZ_CP086656.1,0
NZ_CP061399.1,NZ_CP085862.1,0
NZ_CP042571.1,NZ_CP088248.1,0
NZ_CP092536.1,NZ_CP069643.1,0
NZ_CP073627.1,NZ_CP045160.1,0
NZ_LT883153.1,NZ_CP045148.1,0
NZ_CP019730.1,NZ_CP032202.1,0
NZ_CP026827.1,NZ_CP066423.1,0
NZ_CP026406.1,NZ_CP104023.1,0
NZ_LR890312.1,NZ_CP009784.1,0
NZ_OW968016.1,NZ_CP097029.1,0
NZ_CP021689.1,NZ_CP117731.1,0
NZ_CP094113.1,NZ_CP055862.1,0
NZ_CP133101.1,NZ_AP025247.1,0
NZ_CP054230.1,NZ_AP024225.1,0
NZ_CP014314.1,NZ_CP111099.1,0
NZ_AP014815.1,NZ_AP024147.1,0
NZ_CP051353.1,NZ_CP046648.1,0
NZ_CP030364.1,NZ_CP073161.1,0
NZ_CP128877.1,NZ_CP055454.1,0
NZ_AP024802.1,NZ_CP066425.1,0
NZ_CP076184.1,NZ_CP047821.1,0
NZ_CP025559.1,NZ_AP024833.1,0
NZ_CP068139.1,NZ_CP069967.1,0
NZ_CP013701.1,NZ_CP040300.1,0
NZ_CP099316.1,NZ_CP059171.1,0
NZ_CP023468.1,NZ_CP027143.1,0
NZ_CP066376.1,NZ_CP061106.1,0
NZ_CP011828.1,NZ_CP091657.1,0
NZ_CP047843.1,NZ_CP065740.1,0
NZ_CP083604.1,NZ_CP053958.1,0
NZ_CP073192.1,NZ_CP101720.1,0
NZ_CP116874.1,NZ_CP055705.1,0
NZ_LR130511.1,NZ_CP050252.1,0
NZ_CP031984.1,NZ_CP058198.1,0
NZ_CP056185.1,NZ_CP069910.1,0
NZ_CP040613.1,NZ_CP121599.1,0
NZ_CP023258.1,NZ_CP014096.2,0
NZ_CP066753.1,NZ_CP092455.1,0
NZ_CP069437.1,NZ_CP121562.1,0
NZ_CP048337.1,NZ_CP097417.1,0
NZ_CP045056.1,NZ_CP090512.1,0
NZ_CP110285.1,NZ_CP091701.1,0
NZ_CP032200.1,NZ_CP082070.1,0
NZ_CP055132.1,NZ_CP050707.1,0
NZ_CP027644.1,NZ_CP020118.1,0
NZ_CP026495.1,NZ_CP023282.1,0
NZ_CP071508.1,NZ_CP034656.1,0
NZ_CP069501.1,NZ_CP103556.1,0
NZ_CP028990.1,NZ_CP069948.1,0
NZ_AP024301.1,NZ_CP055853.1,0
NZ_CP028035.1,NC_012970.1,0
NZ_CP091125.1,NZ_CP037878.1,0
NZ_CP022500.1,NZ_CP117864.1,0
NZ_CP107590.1,NZ_CP039321.1,0
NC_019751.1,NZ_CP119447.1,0
NZ_LT904878.1,NZ_CP107722.1,0
NZ_CP053751.1,NZ_CP046110.1,0
NZ_CP013845.1,NZ_CP058688.1,0
NZ_CP060414.1,NZ_LR890199.1,0
NZ_CP090989.1,NZ_CP033801.1,0
NZ_CP009325.1,NZ_CP121589.1,0
NZ_CP068029.1,NZ_CP051414.1,0
NZ_CP054227.1,NZ_CP029079.1,0
NZ_CP073060.1,NZ_CP055605.1,0
NZ_CP128931.1,NZ_CP116471.1,0
NZ_CP029126.1,NZ_CP011829.1,0
NZ_CP113440.1,NZ_CP055485.1,0
NZ_CP091210.1,NZ_OW969664.1,0
NZ_CP068057.1,NZ_CP069637.1,0
NZ_CP034806.1,NZ_CP039754.1,0
NZ_CP042505.1,NZ_CP123532.1,0
NZ_CP043871.1,NZ_CP020519.1,0
NZ_CP104482.1,NZ_CP100314.1,0
NZ_CP104691.1,NC_013356.1,0
NZ_CP056719.1,NZ_CP076802.1,0
NZ_CP054892.1,NZ_CP039274.1,0
NZ_CP039424.1,NZ_CP033864.1,0
NZ_CP127869.1,NZ_OW970433.1,0
NZ_CP082357.1,NZ_LR898879.1,0
NC_014761.1,NZ_CP066430.1,0
NZ_CP071505.1,NZ_CP051758.1,0
NZ_OW968280.1,NZ_CP049080.1,0
NZ_CP050760.1,NZ_CP117859.1,0
NZ_CP132298.1,NZ_CP091212.1,0
NZ_AP026070.1,NZ_CP123546.1,0
NZ_CP010322.1,NZ_OW967378.1,0
NZ_CP030150.1,NZ_CP081474.1,0
NZ_CP054060.1,NZ_CP011593.1,0
NZ_CP034655.1,NZ_CP048783.1,0
NZ_CP082053.1,NZ_CP011615.1,0
NZ_CP091235.1,NZ_AP023414.1,0
NZ_CP024556.1,NZ_CP016584.1,0
NZ_CP043183.1,NZ_CP029105.1,0
NZ_AP025617.1,NZ_CP038388.1,0
NZ_CP038336.1,NZ_CP123537.1,0
NZ_CP020058.1,NZ_LR890652.1,0
NZ_CP017990.1,NZ_CP026215.1,0
NZ_CP079737.1,NZ_AP025272.1,0
NZ_OW848785.1,NZ_CP055557.1,0
NZ_CP023468.1,NZ_CP104839.1,0
NZ_AP022610.1,NZ_CP123567.1,0
NZ_CP022500.1,NZ_CP015816.1,0
NZ_CP085074.1,NZ_OX460317.1,0
NZ_CP037879.1,NZ_CP058205.1,0
NZ_CP066409.1,NZ_CP041225.1,0
NZ_CP083880.1,NZ_OU016038.1,0
NZ_CP019726.1,NZ_CP016578.1,0
NZ_CP027414.1,NZ_LR595849.1,0
NZ_CP070111.1,NZ_CP023051.1,0
NZ_CP042969.1,NZ_CP119445.1,0
NZ_CP116672.1,NZ_LR890617.1,0
NZ_CP020414.2,NZ_CP062377.1,0
NZ_CP077699.1,NZ_CP096228.1,0
NZ_CP094099.1,NZ_CP076347.1,0
NZ_CP025037.1,NZ_CP023260.1,0
NZ_CP082097.1,NZ_CP091669.1,0
NZ_LR890710.1,NZ_CP116150.1,0
NZ_CP050956.1,NZ_CP066626.1,0
